,Suburb,Address,Rooms,Type,Method,SellerG,Date
20824,South Yarra,6/372 Toorak Rd,1,u,S,hockingstuart,9/09/2017
20825,South Yarra,12/399 Toorak Rd,2,u,S,hockingstuart,9/09/2017
20826,South Yarra,67 Wilson St,2,h,S,hockingstuart,9/09/2017
20827,Southbank,244/173 City Rd,2,u,S,hockingstuart,9/09/2017
20828,Southbank,142/79 Whiteman St,1,u,S,Harcourts,9/09/2017
20829,Springvale,4 Billing St,3,h,S,Bowman,9/09/2017
20830,Springvale,18 Silvan Av,3,h,VB,Paul,9/09/2017
20831,St Kilda,10/78 Barkly St,2,u,S,Thomson,9/09/2017
20832,St Kilda,11/5 Herbert St,2,u,S,Gary,9/09/2017
20833,St Kilda,5/11 Redan St,2,u,SN,McGrath,9/09/2017
20834,St Kilda,8/44 Waterloo Cr,2,u,SP,Gary,9/09/2017
20835,Strathmore,2/15 Lebanon St,3,u,S,Nelson,9/09/2017
20836,Sunbury,5 Cumberland Ch,4,h,S,Leeburn,9/09/2017
20837,Sunbury,3 Kemp Pl,3,h,S,L,9/09/2017
20838,Sunbury,39 Mitchells La,3,h,S,Raine,9/09/2017
20839,Sunbury,11 Parkview Dr,2,h,S,YPA,9/09/2017
20840,Sunbury,11 Perceval St,3,h,S,Brad,9/09/2017
20841,Sunbury,140 Phillip Dr,5,h,VB,Brad,9/09/2017
20842,Sunshine,2 Cobrey St,2,h,SN,Barry,9/09/2017
20843,Sunshine,35 Queen Cct,3,h,VB,Jas,9/09/2017
20844,Sunshine North,32 Cumberland St,3,h,S,Douglas,9/09/2017
20845,Sunshine North,14/16 Eastcote St,2,u,S,Douglas,9/09/2017
20846,Sunshine West,14 Davey St,3,h,SN,Barry,9/09/2017
20847,Surrey Hills,5 Anderson St,3,h,S,Noel,9/09/2017
20848,Surrey Hills,78 Durham Rd,4,h,VB,Fletchers,9/09/2017
20849,Surrey Hills,57 Guildford Rd,5,h,S,Marshall,9/09/2017
20850,Surrey Hills,21 Kingston Rd,4,h,S,Ross,9/09/2017
20851,Surrey Hills,5 Leura St,3,h,S,Nelson,9/09/2017
20852,Surrey Hills,228 Union Rd,5,h,VB,Fletchers,9/09/2017
20853,Sydenham,6 Kontek Wy,4,h,S,Barry,9/09/2017
20854,Tarneit,13 Vive St,4,h,PI,Reliance,9/09/2017
20855,Taylors Hill,13 Glenelg Bvd,4,h,PI,Barry,9/09/2017
20856,Taylors Lakes,63 Australia Dr,4,h,S,Barry,9/09/2017
20857,Taylors Lakes,5 Chlotte Ct,4,h,S,Nelson,9/09/2017
20858,Templestowe,7/416 Church Rd,3,t,S,Barry,9/09/2017
20859,Templestowe,2/1 Serpells Rd,2,u,SP,Nelson,9/09/2017
20860,Templestowe Lower,34 Marcus Rd,4,h,S,Barry,9/09/2017
20861,Thomastown,3/5 Acacia St,2,u,SP,Walshe,9/09/2017
20862,Thomastown,274 Station St,6,h,S,HAR,9/09/2017
20863,Thomastown,1/7 Wilgah St,2,u,S,Ray,9/09/2017
20864,Thornbury,1/203 Collins St,2,h,S,McGrath,9/09/2017
20865,Thornbury,124 Fyffe St,4,h,PI,McGrath,9/09/2017
20866,Thornbury,207 Gooch St,2,h,S,The,9/09/2017
20867,Thornbury,94/337 Station St,3,u,VB,Jellis,9/09/2017
20868,Toorak,8 Moonga Rd,5,h,SP,RT,9/09/2017
20869,Toorak,5/14 Springfield Av,1,u,SP,Jellis,9/09/2017
20870,Toorak,6/530 Toorak Rd,2,u,S,RT,9/09/2017
20871,Toorak,2/562 Toorak Rd,3,u,S,Marshall,9/09/2017
20872,Toorak,13/270 Williams Rd,1,u,S,Thomson,9/09/2017
20873,Truganina,266a Sayers Rd,3,u,SN,Barry,9/09/2017
20874,Tullamarine,1/22 Henderson Rd,2,t,S,Barry,9/09/2017
20875,Tullamarine,18C Sharps Rd,3,t,S,Moonee,9/09/2017
20876,Vermont,18 Frances Av,5,h,SN,McGrath,9/09/2017
20877,Vermont,6/513 Mitcham Rd,2,u,S,Ray,9/09/2017
20878,Vermont South,8 Felgate Pde,5,h,SN,Barry,9/09/2017
20879,Wantirna,40 Bateman St,3,h,S,Noel,9/09/2017
20880,Wantirna,1 Newlands Ct,4,h,S,Ray,9/09/2017
20881,Wantirna South,127 Fraser Cr,6,h,S,Biggin,9/09/2017
20882,Waterways,22 Broadwater Dr,4,h,SP,Ray,9/09/2017
20883,Watsonia,1/269 Nell St W,3,u,S,Ray,9/09/2017
20884,Werribee,14 Braeburn Pl,4,h,PI,Barry,9/09/2017
20885,Werribee,4 Denise Ct,3,h,S,Sweeney,9/09/2017
20886,Werribee,45 High St,3,h,S,YPA,9/09/2017
20887,Werribee,1 Scott St,4,h,S,hockingstuart,9/09/2017
20888,West Footscray,20/697 Barkly St,1,u,S,C21,9/09/2017
20889,West Footscray,16/745 Barkly St,2,u,VB,Village,9/09/2017
20890,West Melbourne,1/12 Prout La,3,h,S,Jellis,9/09/2017
20891,West Melbourne,59 Rosslyn St,4,h,S,Jellis,9/09/2017
20892,Westmeadows,12 Walpa Ct,3,h,S,Barry,9/09/2017
20893,Wheelers Hill,5 Timaru Ct,4,h,PI,Ray,9/09/2017
20894,Williamstown,34 Queen St,3,h,SP,Raine,9/09/2017
20895,Williamstown,40 Queen St,3,h,S,Raine,9/09/2017
20896,Williamstown,93 Thompson St,3,h,PI,Raine,9/09/2017
20897,Windsor,3/4 Mary St,3,h,PI,hockingstuart,9/09/2017
20898,Windsor,2/157 Peel St,2,u,S,McGrath,9/09/2017
20899,Wollert,3 Chetwynd Gr,4,h,S,hockingstuart,9/09/2017
20900,Wollert,74 Lehmanns Rd,3,t,S,Ray,9/09/2017
20901,Wollert,18 Wigan Cl,4,h,PI,hockingstuart,9/09/2017
20902,Yarraville,28 Cranbrook St,3,h,SP,RT,9/09/2017
20903,Yarraville,279 Hyde St,4,h,VB,Village,9/09/2017
20904,Yarraville,45b Kidman St,3,t,PI,Jas,9/09/2017
20905,Yarraville,96 Pentland Pde,3,h,VB,hockingstuart,9/09/2017
20906,Abbotsford,64 Studley St,3,h,S,Jellis,16/09/2017
20907,Aberfeldie,437 Buckley St,3,h,VB,Nelson,16/09/2017
20908,Aberfeldie,59A Clifton St,4,h,PI,Nelson,16/09/2017
20909,Aberfeldie,13 Valencia St,4,h,SP,Barry,16/09/2017
20910,Airport West,5/14 Laurence Av,3,u,S,Barry,16/09/2017
20911,Albanvale,24 Sutherland St,3,h,SN,Barry,16/09/2017
20912,Albert Park,77 Kerferd Rd,3,h,PI,Buxton,16/09/2017
20913,Albert Park,121 Richardson St,3,h,S,hockingstuart,16/09/2017
20914,Albion,6 Barclay St,3,h,SN,Barry,16/09/2017
20915,Albion,26a Ridley St,4,h,PI,Barry,16/09/2017
20916,Altona,6 Myrtle Gr,3,h,S,RT,16/09/2017
20917,Altona Meadows,11 Mayfield Gr,4,h,S,hockingstuart,16/09/2017
20918,Altona North,27 Beuron Rd,3,h,S,Greg,16/09/2017
20919,Altona North,241 Blackshaws Rd,3,h,S,Village,16/09/2017
20920,Altona North,4 Seventh Av,3,h,S,Greg,16/09/2017
20921,Ardeer,19 Lawrence St,3,h,SN,Barry,16/09/2017
20922,Ardeer,13A Rockbank Rd,3,t,S,Bells,16/09/2017
20923,Armadale,35A Densham Rd,2,h,S,Jellis,16/09/2017
20924,Armadale,42 Hampden Rd,4,h,VB,Marshall,16/09/2017
20925,Armadale,20 Kooyong Rd,3,t,SP,Marshall,16/09/2017
20926,Armadale,36 New St,3,h,VB,Marshall,16/09/2017
20927,Armadale,45 Northcote Rd,3,h,VB,hockingstuart,16/09/2017
20928,Armadale,17 Orchard St,2,h,S,The,16/09/2017
20929,Ascot Vale,113/8 Burrowes St,2,u,VB,Nelson,16/09/2017
20930,Ascot Vale,168 Epsom Rd,3,h,S,Nelson,16/09/2017
20931,Ascot Vale,19 Morphett Av,3,h,VB,Jellis,16/09/2017
20932,Ascot Vale,49 Newsom St,3,t,S,McDonald,16/09/2017
20933,Ashburton,1/73 Ashburn Gr,3,t,SP,Tim,16/09/2017
20934,Ashburton,69 Gloucester Rd,3,h,S,Jellis,16/09/2017
20935,Ashwood,1/17 May Park Av,4,t,PI,Fletchers,16/09/2017
20936,Aspendale,85 Nepean Hwy,3,h,PI,Ray,16/09/2017
20937,Aspendale Gardens,14 Chris Ct,3,h,S,Buxton,16/09/2017
20938,Avondale Heights,1/75 Canning St,2,u,S,Brad,16/09/2017
20939,Balaclava,23 Albion St,4,h,S,McGrath,16/09/2017
20940,Balaclava,4/30 Blenheim St,3,u,S,Gary,16/09/2017
20941,Balaclava,6/38 Brighton Rd,1,u,SP,Gary,16/09/2017
20942,Balaclava,5/38 The Avenue,2,u,S,hockingstuart,16/09/2017
20943,Balaclava,1/113 Westbury St,2,u,W,McGrath,16/09/2017
20944,Balwyn,1/89 Balwyn Rd,3,t,VB,Jellis,16/09/2017
20945,Balwyn,1/4 Birtles Ct,4,h,S,Jellis,16/09/2017
20946,Balwyn,20 Evelina St,6,h,SP,Marshall,16/09/2017
20947,Balwyn,1 Grosvenor Pde,3,h,VB,Marshall,16/09/2017
20948,Balwyn,23 Nungerner St,3,h,S,Jellis,16/09/2017
20949,Balwyn North,1b Lemon Rd,4,t,SP,RW,16/09/2017
20950,Balwyn North,1 Page St,3,h,S,Fletchers,16/09/2017
20951,Balwyn North,3/38 Severn St,2,u,S,Nelson,16/09/2017
20952,Beaumaris,19 Bolton St,5,h,S,Buxton,16/09/2017
20953,Beaumaris,7 Haydens Rd,3,t,PI,Buxton,16/09/2017
20954,Beaumaris,33 Spicer St,5,h,SP,Greg,16/09/2017
20955,Bentleigh,14 Beths St,4,h,PI,RT,16/09/2017
20956,Bentleigh,4 Clairmont Av,4,h,S,Jellis,16/09/2017
20957,Bentleigh,7 Lockwood St,4,h,PI,Buxton,16/09/2017
20958,Bentleigh,43a McArthur St,4,t,S,Buxton,16/09/2017
20959,Bentleigh,8A Pascoe Av,4,t,S,Buxton,16/09/2017
20960,Bentleigh,2/5 South Av,2,u,SP,Buxton,16/09/2017
20961,Bentleigh East,8 Begg St,3,h,VB,Buxton,16/09/2017
20962,Bentleigh East,17 Bellevue Rd,4,h,S,Woodards,16/09/2017
20963,Bentleigh East,43b Brosnan Rd,3,t,S,Jellis,16/09/2017
20964,Bentleigh East,892 Centre Rd,2,h,S,buyMyplace,16/09/2017
20965,Bentleigh East,6 Martin Ct,3,h,SP,Buxton,16/09/2017
20966,Bentleigh East,15 Millis Av,4,h,VB,Buxton,16/09/2017
20967,Bentleigh East,794 North Rd,4,h,S,Buxton,16/09/2017
20968,Bentleigh East,75a Parkmore Rd,4,t,S,Buxton,16/09/2017
20969,Bentleigh East,3b Warwick St,4,t,VB,Buxton,16/09/2017
20970,Bentleigh East,21 Yaralla Rd,3,h,VB,Jellis,16/09/2017
20971,Berwick,37 Mansfield St,4,h,S,hockingstuart,16/09/2017
20972,Black Rock,3/20 Seaview Cr,2,u,S,Ray,16/09/2017
20973,Blackburn,3 Anjaya Ct,3,h,S,Noel,16/09/2017
20974,Blackburn,15 Banksia St,4,h,S,Fletchers,16/09/2017
20975,Blackburn,2 Furness St,5,h,VB,Jellis,16/09/2017
20976,Blackburn,27 Gerald St,4,h,VB,Noel,16/09/2017
20977,Blackburn,25 Jeffery St,4,h,SP,Ray,16/09/2017
20978,Blackburn,352 Middleborough Rd,3,h,VB,Noel,16/09/2017
20979,Blackburn North,12 Burcote St,3,h,SN,Noel,16/09/2017
20980,Blackburn South,1A Constance St,3,t,S,Jellis,16/09/2017
20981,Blackburn South,32 Indra Rd,4,h,PI,Purplebricks,16/09/2017
20982,Blackburn South,152 Middleborough Rd,4,h,S,Ray,16/09/2017
20983,Bonbeach,16B Newberry Av,4,t,S,hockingstuart,16/09/2017
20984,Boronia,40 Allanfield Cr,3,h,S,Fletchers,16/09/2017
20985,Boronia,7 Beech Ct,3,h,S,iTRAK,16/09/2017
20986,Boronia,4 Kleinert Rd,3,h,SN,Barry,16/09/2017
20987,Box Hill,45 Rose St,3,h,PI,Lindellas,16/09/2017
20988,Braybrook,6 Commerce St,3,h,S,Douglas,16/09/2017
20989,Braybrook,33 Shepherd St,2,h,SN,Barry,16/09/2017
20990,Braybrook,35 Shepherd St,3,h,S,Douglas,16/09/2017
20991,Brighton,1 Airlie St,3,h,S,Marshall,16/09/2017
20992,Brighton,5A Cairnes Cr,4,h,S,Hodges,16/09/2017
20993,Brighton,5/103 Dendy St,2,u,S,Buxton,16/09/2017
20994,Brighton,16 Downes Av,4,h,SP,Marshall,16/09/2017
20995,Brighton,3/58 Durrant St,3,t,S,Hodges,16/09/2017
20996,Brighton,3/25 Grosvenor St,3,t,VB,Jellis,16/09/2017
20997,Brighton,15 Lasswade Ct,3,t,S,Nick,16/09/2017
20998,Brighton,1 Leonie Ct,3,t,PI,Buxton,16/09/2017
20999,Brighton,532 New St,3,h,SN,Gary,16/09/2017
21000,Brighton,7 Oak Gr,4,h,S,Jellis,16/09/2017
21001,Brighton,62 South Rd,5,h,S,Marshall,16/09/2017
21002,Brighton,10/260 St Kilda St,3,u,SP,Buxton,16/09/2017
21003,Brighton,2/14 Young St,3,u,S,Buxton,16/09/2017
21004,Brunswick,176 Albert St,2,h,SP,Nelson,16/09/2017
21005,Brunswick,402/33 Breese St,1,u,SP,Nelson,16/09/2017
21006,Brunswick,4/135 Brunswick Rd,2,t,S,Stockdale,16/09/2017
21007,Brunswick,2/339 Brunswick Rd,3,t,SP,Woodards,16/09/2017
21008,Brunswick,3/30 Cassels Rd,1,u,S,Nelson,16/09/2017
21009,Brunswick,7/39 Davies St,2,u,SP,Nelson,16/09/2017
21010,Brunswick,5 McPherson St,4,h,PI,Jellis,16/09/2017
21011,Brunswick,4/827 Park St,2,u,SP,Woodards,16/09/2017
21012,Brunswick,4/831 Park St,1,u,VB,Nelson,16/09/2017
21013,Brunswick,2 Richardson St,3,h,S,Jellis,16/09/2017
21014,Brunswick,11/37 Staley St,2,u,S,Nelson,16/09/2017
21015,Brunswick,6/139 Union St,2,u,S,Nelson,16/09/2017
21016,Brunswick,3008/187 Weston St,3,t,SP,Jellis,16/09/2017
21017,Brunswick East,12 Dianella Wky,2,t,S,Jellis,16/09/2017
21018,Brunswick East,15 Elsie Mw,3,t,SN,Barry,16/09/2017
21019,Brunswick East,8 Hamer St,2,h,S,Nelson,16/09/2017
21020,Brunswick East,33 Holmes St,2,h,S,Nelson,16/09/2017
21021,Brunswick East,1/214 Lygon St,2,u,SP,Jellis,16/09/2017
21022,Brunswick East,87 Victoria St,5,h,S,Nelson,16/09/2017
21023,Brunswick West,5/478 Albion St,2,u,PI,Ray,16/09/2017
21024,Brunswick West,3 James St,3,h,SP,Jellis,16/09/2017
21025,Brunswick West,2/30 McLean St,2,h,VB,Jellis,16/09/2017
21026,Brunswick West,402/2 Olive York Wy,2,u,SP,Pagan,16/09/2017
21027,Bulleen,7 Helene St,4,h,S,Jellis,16/09/2017
21028,Bulleen,21 Millicent Av,4,h,VB,Jellis,16/09/2017
21029,Bundoora,44 Arthur St,5,h,SP,Prof.,16/09/2017
21030,Bundoora,94 Arthur St,3,h,PI,Barry,16/09/2017
21031,Bundoora,54 Linacre Dr,5,h,S,Barry,16/09/2017
21032,Bundoora,1 Oxford Dr,4,h,S,Ray,16/09/2017
21033,Burwood,16 Christina St,4,h,SN,Barry,16/09/2017
21034,Burwood,9 Glengarry Av,5,h,S,Lindellas,16/09/2017
21035,Burwood,12 Patterson Av,4,h,S,Buxton,16/09/2017
21036,Burwood,2/16 Worrall St,3,t,S,Buxton,16/09/2017
21037,Burwood,1A Worrall St,3,t,SN,Woodards,16/09/2017
21038,Burwood East,23 Cornish Rd,4,h,SN,Barry,16/09/2017
21039,Burwood East,6 Medhurst St,3,h,S,Barry,16/09/2017
21040,Cairnlea,39 Gurnung Dr,5,h,SN,Barry,16/09/2017
21041,Camberwell,330/347 Camberwell Rd,2,u,PI,hockingstuart,16/09/2017
21042,Camberwell,19 Davis Av,6,h,SP,Noel,16/09/2017
21043,Camberwell,40 Dower St,4,h,PN,Garvey,16/09/2017
21044,Camberwell,1 Ellsworth Cr,3,t,PI,Jellis,16/09/2017
21045,Camberwell,1A Granville St,5,h,VB,Marshall,16/09/2017
21046,Camberwell,31 Kasouka Rd,3,h,S,Marshall,16/09/2017
21047,Camberwell,24 Kintore St,4,h,S,Jellis,16/09/2017
21048,Camberwell,9 Lofty Av,5,h,VB,Jellis,16/09/2017
21049,Canterbury,23 Margaret St,4,h,S,Marshall,16/09/2017
21050,Canterbury,21 Selwyn St,4,h,SP,Kay,16/09/2017
21051,Carlton,110 Cardigan St,5,h,SP,Nelson,16/09/2017
21052,Carlton,24/75 Drummond St,2,u,S,Nelson,16/09/2017
21053,Carnegie,3/14 Arawatta St,2,t,S,Ray,16/09/2017
21054,Carnegie,61 Belsize Av,2,h,S,Jellis,16/09/2017
21055,Carnegie,67 Belsize Av,3,h,S,Ray,16/09/2017
21056,Carnegie,25 Byron St,2,t,S,Woodards,16/09/2017
21057,Carnegie,121 Leila Rd,3,h,S,Woodards,16/09/2017
21058,Carnegie,10 Maroona Rd,4,h,SN,Gary,16/09/2017
21059,Carnegie,22A Mernda Av,3,h,S,Ray,16/09/2017
21060,Carnegie,4/27 Moonya Rd,4,t,PI,Ray,16/09/2017
21061,Carnegie,203/179 Neerim Rd,2,u,S,Buxton,16/09/2017
21062,Carnegie,4/16 Tranmere Av,2,u,SP,Steller,16/09/2017
21063,Carnegie,1/10 Wanalta Rd,2,u,S,Woodards,16/09/2017
21064,Carrum Downs,40 Brumbys Rd,4,h,S,Harcourts,16/09/2017
21065,Carrum Downs,13/21 Brunnings Rd,3,u,SP,O'Brien,16/09/2017
21066,Carrum Downs,60 Carrington Cr,3,h,S,Harcourts,16/09/2017
21067,Caulfield East,4/8 Derby Cr,2,h,S,Thomson,16/09/2017
21068,Caulfield East,22A Queens Av,2,h,S,Jellis,16/09/2017
21069,Caulfield North,2/65 Hawthorn Rd,2,u,SP,Gary,16/09/2017
21070,Caulfield North,97 Kambrook Rd,4,h,PI,Marshall,16/09/2017
21071,Caulfield South,391B North Rd,3,t,S,Gary,16/09/2017
21072,Caulfield South,3 Raymond Gr,5,h,SN,Gary,16/09/2017
21073,Chadstone,2/29 Grandview Rd,4,t,S,Jellis,16/09/2017
21074,Chadstone,2/32 Melinga Cr,3,u,PI,Buxton,16/09/2017
21075,Chadstone,23 Oakpark Dr,3,h,S,Buxton,16/09/2017
21076,Chelsea,33 Baxter Av,3,h,S,Ray,16/09/2017
21077,Chelsea,272 Station St,4,h,S,Ray,16/09/2017
21078,Cheltenham,54 Benkel Av,4,h,VB,O'Brien,16/09/2017
21079,Cheltenham,28 Elliott St,4,h,S,Nick,16/09/2017
21080,Cheltenham,38 Fairview Av,3,h,S,Ray,16/09/2017
21081,Cheltenham,39 Farm Rd,3,h,S,O'Brien,16/09/2017
21082,Cheltenham,2 Stuart Av,4,h,S,hockingstuart,16/09/2017
21083,Cheltenham,45 Voltri St,4,h,SP,Buxton,16/09/2017
21084,Cheltenham,19/310 Warrigal Rd,2,u,SP,Ray,16/09/2017
21085,Clarinda,2/34 Clarinda Rd,4,t,S,C21,16/09/2017
21086,Clayton,22 Burton Av,3,h,S,Darras,16/09/2017
21087,Clayton,1/76 Scotsburn Av,3,u,S,Buxton,16/09/2017
21088,Clayton South,51 Ester Cr,3,h,S,C21,16/09/2017
21089,Clayton South,1/9 Second St,3,u,SP,Harcourts,16/09/2017
21090,Clifton Hill,60 Alexandra Pde,4,h,PI,Nelson,16/09/2017
21091,Clifton Hill,5 Noone St,2,h,S,Nelson,16/09/2017
21092,Coburg,42 Glengyle St,2,h,SP,Nelson,16/09/2017
21093,Coburg,3 Haig Av,4,h,VB,Nelson,16/09/2017
21094,Coburg,4/1 Kaye Ct,3,t,PI,Barry,16/09/2017
21095,Coburg,7 Kewarren Ct,4,h,SP,Nelson,16/09/2017
21096,Coburg,2/22 Loch St,2,t,S,Jellis,16/09/2017
21097,Coburg,9A Methven St,3,t,S,Brad,16/09/2017
21098,Coburg,117 Ohea St,3,h,S,Brad,16/09/2017
21099,Coburg,2a Queen St,3,t,PI,Ray,16/09/2017
21100,Coburg,1/39 Service St,2,t,VB,hockingstuart,16/09/2017
21101,Coburg,1 Woiwurung Cr,3,t,PN,Nelson,16/09/2017
21102,Coburg North,18 Newlands Rd,3,h,VB,Nelson,16/09/2017
21103,Coburg North,9 Ryland St,3,h,S,Peter,16/09/2017
21104,Coburg North,12 Smith St,3,h,S,hockingstuart,16/09/2017
21105,Coburg North,25 Suvla Gr,4,h,S,Raine,16/09/2017
21106,Collingwood,20 Mater St,3,h,S,Peter,16/09/2017
21107,Collingwood,54 Mater St,3,h,S,Jellis,16/09/2017
21108,Collingwood,382A Smith St,2,t,S,Chambers,16/09/2017
21109,Craigieburn,42 Bridgehaven Dr,5,h,SN,Barry,16/09/2017
21110,Craigieburn,25/1 Brunswick Cr,2,t,S,hockingstuart,16/09/2017
21111,Craigieburn,1 Earlston Pl,3,h,SN,Barry,16/09/2017
21112,Craigieburn,14 Paddington St,3,h,SN,Barry,16/09/2017
21113,Craigieburn,19 Pearl Dr,4,h,SN,Barry,16/09/2017
21114,Craigieburn,2 Ravenwoods Wy,3,h,S,hockingstuart,16/09/2017
21115,Craigieburn,6 Waverley Ct,4,h,SN,Barry,16/09/2017
21116,Croydon,6 Cheeseman St,3,h,VB,McGrath,16/09/2017
21117,Croydon,76 Lusher Rd,3,h,VB,Carter,16/09/2017
21118,Croydon,1A Trawalla Rd,3,h,SN,Barry,16/09/2017
21119,Croydon,14 Venetian Ct,3,h,S,RW,16/09/2017
21120,Croydon North,20 Aumann Ct,4,h,PN,McGrath,16/09/2017
21121,Dandenong,2/1 Clement St,2,u,S,Hall,16/09/2017
21122,Dandenong,3/21 Wilson St,2,u,PI,O'Brien,16/09/2017
21123,Dandenong North,60 First Av,3,h,S,O'Brien,16/09/2017
21124,Dandenong North,90 McFees Rd,3,h,SP,McLennan,16/09/2017
21125,Dandenong North,38 Neasham Dr,4,h,SP,Stockdale,16/09/2017
21126,Deer Park,785 Ballarat Rd,3,h,SN,Barry,16/09/2017
21127,Deer Park,35 Canterbury St,3,h,PI,Bells,16/09/2017
21128,Deer Park,1 Hovell St,3,h,SA,HAR,16/09/2017
21129,Deer Park,12 Hyde St,3,h,S,HAR,16/09/2017
21130,Deer Park,18 Laming Rd,3,h,S,Stockdale,16/09/2017
21131,Delahey,34 Yeats Dr,3,h,S,YPA,16/09/2017
21132,Diamond Creek,28 Anne St,4,h,SN,Barry,16/09/2017
21133,Diamond Creek,6 Ormonde Ct,4,h,SP,Buckingham,16/09/2017
21134,Dingley Village,32 Fernhill Dr,4,h,S,Buxton,16/09/2017
21135,Dingley Village,5 Lumeah Ct,4,h,PI,Buxton,16/09/2017
21136,Docklands,909/20 Rakaia Wy,1,h,PI,hockingstuart,16/09/2017
21137,Doncaster,4/30 Fromhold Dr,3,t,S,McGrath,16/09/2017
21138,Doncaster East,1a Damala St,3,u,S,Jellis,16/09/2017
21139,Doncaster East,6 Hope Ct,3,h,S,Barry,16/09/2017
21140,Doncaster East,6 Richard St,3,h,SN,Woodards,16/09/2017
21141,Doncaster East,10 Rochelle Ct,5,h,PI,Jellis,16/09/2017
21142,Doncaster East,5 Ryder Ct,5,h,S,Parkes,16/09/2017
21143,Doveton,5 Hakea St,3,h,SP,C21,16/09/2017
21144,Doveton,8 Peppermint St,3,h,SP,REMAX,16/09/2017
21145,Eaglemont,1/18 Cape St,2,u,S,Purplebricks,16/09/2017
21146,East Melbourne,31/201 Wellington Pde S,2,u,SN,hockingstuart,16/09/2017
21147,Eltham,2 Andrews St,4,h,PI,Morrison,16/09/2017
21148,Eltham,56 Beard St,3,h,S,Barry,16/09/2017
21149,Eltham,119 Dalton St,3,h,S,Fletchers,16/09/2017
21150,Eltham,22/1336 Main Rd,3,h,S,Barry,16/09/2017
21151,Eltham,92 Railway Pde,5,h,S,Morrison,16/09/2017
21152,Eltham,24 Ryans Rd,3,h,SP,Barry,16/09/2017
21153,Eltham,11 Thornton St,4,h,S,Morrison,16/09/2017
21154,Eltham North,5 Ungara Cl,4,h,S,Barry,16/09/2017
21155,Elwood,6/31 Beach Av,2,u,S,Buxton,16/09/2017
21156,Elwood,11 Joyce St,3,h,VB,Marshall,16/09/2017
21157,Elwood,2/138 Mitford St,2,t,PI,McGrath,16/09/2017
21158,Elwood,101 Ruskin St,3,h,S,Marshall,16/09/2017
21159,Elwood,15 Thackeray St,3,h,PI,Marshall,16/09/2017
21160,Endeavour Hills,275 Power Rd,3,h,SP,Hodges,16/09/2017
21161,Endeavour Hills,4 Satterley Cl,4,h,S,Stockdale,16/09/2017
21162,Epping,10 Hastings Ct,3,h,S,Love,16/09/2017
21163,Epping,20 Orlit Ct,3,h,S,HAR,16/09/2017
21164,Essendon,3/157 Deakin St,3,t,VB,Nelson,16/09/2017
21165,Essendon,2/2 McCarron Pde,3,u,PI,Nelson,16/09/2017
21166,Essendon,50 Ogilvie St,3,h,S,Brad,16/09/2017
21167,Essendon North,5 Keam St,3,h,S,Brad,16/09/2017
21168,Essendon North,25 Prince St,3,u,S,Brad,16/09/2017
21169,Fairfield,10 Rayment St,4,h,S,McGrath,16/09/2017
21170,Fairfield,44 Separation St,4,h,S,McGrath,16/09/2017
21171,Fairfield,7 Separation St,3,h,SP,Love,16/09/2017
21172,Fawkner,15 Dorothy St,3,h,SP,Purplebricks,16/09/2017
21173,Fawkner,20 Lowson St,3,h,SN,Barry,16/09/2017
21174,Fawkner,1/59 Queens Pde,3,t,SN,Barry,16/09/2017
21175,Fawkner,34 Stanford Cl,3,h,VB,Nelson,16/09/2017
21176,Fawkner,1368 Sydney Rd,3,h,S,Brad,16/09/2017
21177,Ferntree Gully,676 Burwood Hwy,6,h,PI,Barry,16/09/2017
21178,Fitzroy,14/150 Kerr St,2,u,S,Nelson,16/09/2017
21179,Fitzroy,112 Leicester St,2,h,S,Harrington,16/09/2017
21180,Fitzroy,423 Napier St,4,h,S,Jellis,16/09/2017
21181,Fitzroy,359 Smith St,3,h,S,Woodards,16/09/2017
21182,Fitzroy North,1/184 Barkly St,1,u,SP,Jellis,16/09/2017
21183,Fitzroy North,90 Bennett St,3,h,PI,McGrath,16/09/2017
21184,Fitzroy North,6/280 St Georges Rd,2,t,SP,Nelson,16/09/2017
21185,Flemington,5/30 Finsbury St,2,u,S,Nelson,16/09/2017
21186,Footscray,2/30 Eldridge St,2,u,S,Sweeney,16/09/2017
21187,Footscray,19 Shepherd St,3,h,W,Greg,16/09/2017
21188,Footscray,46b Wolverhampton St,2,t,VB,Jellis,16/09/2017
21189,Forest Hill,1 Boeing Ct,3,h,PI,Buxton,16/09/2017
21190,Forest Hill,41 Parkmore Rd,4,h,VB,Noel,16/09/2017
21191,Frankston,13 Brooklyn Av,4,h,VB,hockingstuart,16/09/2017
21192,Frankston,92 Frank St,3,h,SN,Barry,16/09/2017
21193,Frankston,5 Miranda Pl,4,h,S,O'Brien,16/09/2017
21194,Frankston South,49 Fleetwood Cr,2,h,S,Ray,16/09/2017
21195,Frankston South,13 Leslie St,4,h,S,Eview,16/09/2017
21196,Gisborne,1/109 Aitken St,3,h,SP,Raine,16/09/2017
21197,Gisborne,13/109 Aitken St,3,h,SP,Raine,16/09/2017
21198,Gisborne,6 Morand St,4,h,S,Raine,16/09/2017
21199,Gisborne,7 Wyralla Cr,6,h,SP,Raine,16/09/2017
21200,Glen Huntly,2/1204 Glen Huntly Rd,2,t,S,Woodards,16/09/2017
21201,Glen Huntly,1/123 Grange Rd,1,u,PI,hockingstuart,16/09/2017
